product_name,page_url,technical_sheet_url,buy_url,calculator_url,summary_public,finish,recommended_use,surface_targets,benefit_tags,application_methods,related_products,coverage_ranges,drying_times,dilution_hints,presentations,inventory_match_name,inventory_match_ref,inventory_match_score,inventory_match_source,canonical_family_from_inventory
Pintura Viniltex Advanced,https://www.pintuco.com.co/productos/viniltex-advanced/,https://www.pintuco.com.co/download/65315/?tmstv=1672344835,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Viniltex Advanced,"Para aplicacion en interiores: Antes de aplicar Viniltex Advanced verifica que la superficie esté seca y libre de polvo, mugre, grasa y pintura deteriorada.",,"Para aplicacion en interiores: Antes de aplicar Viniltex Advanced verifica que la superficie esté seca y libre de polvo, mugre, grasa y pintura deteriorada.",mamposteria | interior,antibacterial | impermeable,,sellomax | estuco | viniltex,,,,1/4 galón | galón | galon | 5 galones,PINTURA PARA PARQUEADEROS BLANCO 3034150,10015718,85.5,db:vw_inventario_agente,PINTURA PARA PARQUEADEROS BLANCO 3034150
Viniltex Ultralavable,https://www.pintuco.com.co/productos/viniltex-ultralavable/,https://www.pintuco.com.co/download/94802/?tmstv=1721744861,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Viniltex Ultralavable,"Es una pintura de acabado mate, de máxima resistencia y ultra lavabilidad.",,"Es una pintura de acabado mate, de máxima resistencia y ultra lavabilidad.",mamposteria,antibacterial | ultralavable,,,,,,1/4 galón | galón | 5 galones,VINILTEX PRO 650 MENTA FRESCA 1549 5G,10400587,85.5,db:vw_inventario_agente,VINILTEX PRO 650 MENTA FRESCA
Pintura Viniltex Acriltex,https://www.pintuco.com.co/productos/pintura-viniltex-acriltex/,https://www.pintuco.com.co/download/48674/?tmstv=1672344795,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Viniltex Acriltex,Es una pintura premium base agua de acabado satinado.,satinado,Es una pintura premium base agua de acabado satinado.,interior | exterior | piso,ultralavable,,,,,,galón | 5 galones,PINTURA PARA PARQUEADEROS BLANCO 3034150,10015718,85.5,db:vw_inventario_agente,PINTURA PARA PARQUEADEROS BLANCO 3034150
Pintura Viniltex Baños y Cocinas,https://www.pintuco.com.co/productos/pintura-viniltex-banos-y-cocinas/,https://www.pintuco.com.co/download/48664/?tmstv=1672344795,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Viniltex Baños y Cocinas,"Pintura Viniltex Baños y Cocinas es una pintura premium 100% acrílica base agua, con Bacter Protec un antibacterial activo que elimina hasta el 99.9% de las bacterias, hongos y moho además cuenta con ultra lavabilidad en ambientes expuestos a manchas, vapor y grasa, cuidando la salud de todos en el hogar.",Satinado.,"Pintura Viniltex Baños y Cocinas es una pintura premium 100% acrílica base agua, con Bacter Protec un antibacterial activo que elimina hasta el 99.9% de las bacterias, hongos y moho además cuenta con ultra lavabilidad en ambientes expuestos a manchas, vapor y grasa, cuidando la salud de todos en el hogar.",interior,antibacterial | antihongos | impermeable | ultralavable,,viniltex,,,"100% acrílica base agua, con Bacter Protec un antibacterial activo que elimina hasta el 99",1/4 galón | galón,ASEO Y VIGILANCIA,51350501,85.5,db:vw_inventario_agente,ASEO Y VIGILANCIA
Pintura impermeabilizante aquablock,https://www.pintuco.com.co/productos/impermeabilizante-aquablock/,https://www.pintuco.com.co/download/63038/?tmstv=1672344832,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura impermeabilizante aquablock,Aquablock es una pintura impermeabilizante acrílica base agua de alto desempeño para uso interior.,,Aquablock es una pintura impermeabilizante acrílica base agua de alto desempeño para uso interior.,interior,impermeable,,,,,,1/4 galón | galón | 5 galones,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS
Pintura Intervinil Cubriente,https://www.pintuco.com.co/productos/intervinil-cubriente/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft_intervinil_mate.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Intervinil Cubriente,"Intervinil Cubriente es una pintura para interiores, lavable, de alto rendimiento y cubrimiento en menos manos.",,"Intervinil Cubriente es una pintura para interiores, lavable, de alto rendimiento y cubrimiento en menos manos.",interior,ultralavable | alto_cubrimiento,,,,,,1/4 galón | galón | 5 galones,PINTURA VARIOS,56252453,85.5,db:vw_inventario_agente,PINTURA VARIOS
Koraza Protección Sol y Lluvia; Lluvia Pintura Impermeabilizante,https://www.pintuco.com.co/productos/koraza-proteccion-sol-lluvia-pintura-impermeabilizante/,https://www.pintuco.com.co/wp-content/uploads/2019/12/ft-koraza-sol-y-lluvia-pintura-imper.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Koraza Protección Sol y Lluvia; Lluvia Pintura Impermeabilizante,"Koraza® Protección Sol & Lluvia Pintura Impermeabilizante es la opción ideal para proteger las paredes exteriores, gracias a su gran capacidad para resistir las condiciones climáticas adversas.",,"Koraza® Protección Sol & Lluvia Pintura Impermeabilizante es la opción ideal para proteger las paredes exteriores, gracias a su gran capacidad para resistir las condiciones climáticas adversas.",mamposteria | exterior,antihongos | impermeable | alto_cubrimiento | rapido_secado | durabilidad,,koraza,,,,galón | 5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS
Pintura Koraza Impermeabilizante Térmico,https://www.pintuco.com.co/productos/pintura-koraza-proteccion-3-en-1/,https://www.pintuco.com.co/download/48660/?tmstv=1672344795,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Koraza Impermeabilizante Térmico,"Pintura Koraza Protección 3 en 1 es una pintura premium base agua con micro esferas plásticas que le dan triple acción: impermeabilizar, pintar y aislar térmicamente al interior del hogar.",Mate,"Pintura Koraza Protección 3 en 1 es una pintura premium base agua con micro esferas plásticas que le dan triple acción: impermeabilizar, pintar y aislar térmicamente al interior del hogar.",mamposteria | interior | exterior | piso,antihongos | impermeable | rapido_secado | durabilidad,brocha | rodillo | pistola | airless,koraza,,,Brocha o rodillo 1 galón 13% Pistola convencional 1 galón 13% Pistola airless 1 galón 13% *Esta proporción de dilución se mantiene para | Pistola convencional 1 galón 13% Pistola airless 1 galón 13% *Esta proporción de dilución se mantiene para cualquier presentación y/o tamaño | Pistola airless 1 galón 13% *Esta proporción de dilución se mantiene para cualquier presentación y/o tamaño del producto. Un 13% equiva | 13% equivale a ½ Lt de agua aproximadamente,galón | 5 galones,KORAZA CACTUS 2699 4.1G,10287835,85.5,db:vw_inventario_agente,KORAZA CACTUS 2699 .
Esmalte Pintulux 3 en 1 Brillante,https://www.pintuco.com.co/productos/esmalte-pintulux-3-en-1-brillante/,https://www.pintuco.com.co/download/48698/?tmstv=1672344796,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Esmalte Pintulux 3 en 1 Brillante,"Pintulux 3 en 1 Brillante es un esmalte alquídico que evita lijar en superficies con oxidación leve, contiene anticorrosivo y da un hermoso acabado brillante.",,"Pintulux 3 en 1 Brillante es un esmalte alquídico que evita lijar en superficies con oxidación leve, contiene anticorrosivo y da un hermoso acabado brillante.",metal | exterior,impermeable | anticorrosivo | durabilidad,brocha | rodillo | pistola | espatula,ajustador | pintulux,,Deje transcurrir de 4 a 6 horas aproximadamente para aplicar la segunda mano (secamiento a 25°C y 60% de humedad relativa),Brocha o rodillo 1 galón Máximo 10% Pistola convencional 1 galón 25% aprox. Esta proporción de dilución se mantiene para cualquier prese | Pistola convencional 1 galón 25% aprox. Esta proporción de dilución se mantiene para cualquier presentación y/o tamaño del producto. El uso,galón,CINTA TESA 1,51003275,85.5,db:vw_inventario_agente,CINTA TESA
Pintura esmalte Pintulux Acualux ECO,https://www.pintuco.com.co/productos/pintura-pintulux-acualux-eco/,https://www.pintuco.com.co/download/48967/?tmstv=1672344797,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Pintura esmalte Pintulux Acualux ECO,"Pintura pintulux Acualux ECO es una pintura esmalte para metal y maderas ecológico multisuperficie 100% acrílico que utiliza el agua como solvente, lo que hace que tenga un secado más rápido, es durable y resistente, de bajo olor, bajo VOC, y óptima adherencia.",Semibrillante,"Pintura pintulux Acualux ECO es una pintura esmalte para metal y maderas ecológico multisuperficie 100% acrílico que utiliza el agua como solvente, lo que hace que tenga un secado más rápido, es durable y resistente, de bajo olor, bajo VOC, y óptima adherencia.",metal | madera | exterior,rapido_secado | durabilidad,,pintulux,,,"100% acrílico que utiliza el agua como solvente, lo que hace que tenga un secado más rápido, es durable y resistente, de bajo olor, bajo VOC, y óptima adherencia",1/4 galón | galón,ACUALUX B.DEEP PREP 1G,10400465,85.5,db:vw_inventario_agente,ACUALUX B.DEEP PREP
Estuco Acrílico Multiuso,https://www.pintuco.com.co/productos/estuco-profesional-interior-exterior/,https://www.pintuco.com.co/download/64437/?tmstv=1672344833,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Estuco Acrílico Multiuso,"Estuco Profesional Interior/Exterior es una masilla acrílica plástica de alta blancura para uso interior y exterior, lista para usar y de excelente adherencia sobre diferentes materiales de construcción.",,"Estuco Profesional Interior/Exterior es una masilla acrílica plástica de alta blancura para uso interior y exterior, lista para usar y de excelente adherencia sobre diferentes materiales de construcción.",madera | mamposteria | interior | exterior,,,estuco,,,,,ICOTRAFICO ACRILICO BASE SOLV NEGRO 1G,10282291,85.5,db:vw_inventario_agente,ICOTRAFICO ACRILICO BASE SOLV
Estuco Acrílico Doble Protección,https://www.pintuco.com.co/productos/estuco-acrilico-profesional-exterior/,https://www.pintuco.com.co/download/64433/?tmstv=1672344833,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=estucos&&name_product=Estuco Acrílico Doble Protección,"Estuco Acrílico Profesional Exterior es una masilla plástica 100% acrílica, lista para aplicar, de alta blancura y de excelente adherencia sobre los diferentes materiales de construcción, especialmente diseñado para ambientes exteriores, con máxima resistencia al agua y la intemperie.",,"Estuco Acrílico Profesional Exterior es una masilla plástica 100% acrílica, lista para aplicar, de alta blancura y de excelente adherencia sobre los diferentes materiales de construcción, especialmente diseñado para ambientes exteriores, con máxima resistencia al agua y la intemperie.",madera | mamposteria | exterior,,,estuco,,,"100% acrílica, lista para aplicar, de alta blancura y de excelente adherencia sobre los diferentes materiales de construcción, especialmente diseñado para ambientes exteriores, con máxima resistencia al agua y la intemperie",,POMO DOBLE CARA,56254644,85.5,db:vw_inventario_agente,POMO DOBLE CARA
Pintuco Sellador Acrílico,https://www.pintuco.com.co/productos/pintuco-sellador-acrilico/,https://www.pintuco.com.co/download/64525/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=siliconas-y-selladores&&name_product=Pintuco Sellador Acrílico,Es un Sellador Acrílico Pintable de alta calidad para el tratamiento de fisuras y juntas de bajo movimiento en construcción.,,Es un Sellador Acrílico Pintable de alta calidad para el tratamiento de fisuras y juntas de bajo movimiento en construcción.,madera | mamposteria | interior | exterior,,,estuco,,,,,PINTUCO SELLADOR ACRIL BLANCO 3118 150ML,10339019,93.62,backend_lookup,PINTUCO SELLADOR ACRIL
Koraza Protección Sol y Lluvia Acrílico Doble Vida 10 años,https://www.pintuco.com.co/productos/pintura-koraza-doble-vida-10/,https://www.pintuco.com.co/wp-content/uploads/2019/12/Boletim-Tecnico-Koraza-Doble-Vida-10_compressed.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Koraza Protección Sol y Lluvia Acrílico Doble Vida 10 años,"Koraza Doble Vida 10 es una Pintura Exterior de alta resistencia, base agua, fabricada a partir de polímeros 100% acrílicos de acabado mate, de duración prolongada y alta resistencia a la suciedad.",,"Koraza Doble Vida 10 es una Pintura Exterior de alta resistencia, base agua, fabricada a partir de polímeros 100% acrílicos de acabado mate, de duración prolongada y alta resistencia a la suciedad.",exterior,impermeable | durabilidad,,koraza,,,,galón | 5 galones,KORAZA LADRILLO RANURAS GRIS 2805 1/4G,10290102,85.5,db:vw_inventario_agente,KORAZA LADRILLO RANURAS
Pintura Koraza Protección Sol & Lluvia Super Acrílico,https://www.pintuco.com.co/productos/koraza-super-acrilico/,https://www.pintuco.com.co/wp-content/uploads/2019/12/Boletim-Tecnico-Koraza-5_compressed.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Pintura Koraza Protección Sol & Lluvia Super Acrílico,"Koraza 5 es una pintura premium experta en exteriores, con polímeros 100% acrílicos que le dan alta durabilidad y máxima resistencia a la suciedad y a los hongos.",Mate,"Koraza 5 es una pintura premium experta en exteriores, con polímeros 100% acrílicos que le dan alta durabilidad y máxima resistencia a la suciedad y a los hongos.",mamposteria | exterior,antihongos | impermeable | rapido_secado | durabilidad,brocha | rodillo | pistola | airless | espatula,koraza,,1 hora de secado aproximadamente para aplicar la segunda mano (Secamiento a 25°C y 60% de Humedad Relativa) | Deje transcurrir 1 hora de secado aproximadamente para aplicar la segunda mano (Secamiento a 25°C y 60% de Humedad Relativa),"Brocha o rodillo 1 galón 13% Pistola convencional 1 galón 13% Pistola airless 1 galón 13% Aplique 2 a 3 manos (capas) de pintura, para o | Pistola convencional 1 galón 13% Pistola airless 1 galón 13% Aplique 2 a 3 manos (capas) de pintura, para obtener un buen acabado En repinte | Pistola airless 1 galón 13% Aplique 2 a 3 manos (capas) de pintura, para obtener un buen acabado En repintes con cambio de color muy ap",1/4 galón | galón | 5 galones,P7 KORAZA PRO 550 GEN DEEP 18.93L,5894084,85.5,db:vw_inventario_agente,KORAZA PRO 550 GEN DEEP
Drywall vinilo para placas de yeso,https://www.pintuco.com.co/productos/pintura-para-drywall/,https://www.pintuco.com.co/download/64474/?tmstv=1672344834,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=pinturas-profesionales&&name_product=Drywall vinilo para placas de yeso,"Pintura para Drywall Alto Rendimiento es una pintura Tipo 2 base agua, fabricada a partir de copolímeros acrílicos, diseñada especialmente para superficies en Drywall gracias a su capacidad de cubrimiento, su excelente nivelación y acabado mate que ayuda a disimular los empates entre paneles.",,"Pintura para Drywall Alto Rendimiento es una pintura Tipo 2 base agua, fabricada a partir de copolímeros acrílicos, diseñada especialmente para superficies en Drywall gracias a su capacidad de cubrimiento, su excelente nivelación y acabado mate que ayuda a disimular los empates entre paneles.",,alto_cubrimiento,,,,,,galón | 5 galones,AUXILIO DE TRANSPORTE,52052701,85.5,db:vw_inventario_agente,AUXILIO DE TRANSPORTE
Experto PRO,https://www.pintuco.com.co/productos/experto-pro/,https://www.pintuco.com.co/wp-content/uploads/2019/12/Boletim-Tecnico-Pintuco-Experto-Pro-1.pdf,https://tienda.pintuco.com/,https://pintuco.com.co/calculadora-de-pintura/?section=vinilos-decorativos&&name_product=Experto PRO,,,,,,,,,,,1/4 galón | galón | 5 galones,KORAZA PRO 550 VD237-D BRILLO EN OLAS 5G,20002436,85.5,db:vw_inventario_agente,KORAZA PRO 550 VD237 D BRILLO EN OLAS
